State,District,Market,Commodity,Variety,Grade,Arrival_Date,Year,Month,Week,Season,Rainfall_mm,Temperature_C,Humidity_percent,Min_Price_Rs_per_Quintal,Max_Price_Rs_per_Quintal,Modal_Price_Rs_per_Quintal
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-07-10,2026,7,41,Monsoon,292.5,26.1,75.0,4062.04,4067.35,4064.81
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-07-17,2026,7,42,Monsoon,136.1,29.5,74.4,4031.88,4037.53,4034.53
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-07-24,2026,7,43,Monsoon,287.8,28.2,72.1,4068.27,4072.26,4069.94
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-07-31,2026,7,44,Monsoon,233.6,29.8,68.2,4169.95,4175.07,4172.64
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-08-07,2026,8,45,Monsoon,227.2,25.4,82.0,4115.22,4120.66,4117.63
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-08-14,2026,8,46,Monsoon,275.0,27.5,78.8,4170.35,4174.99,4172.43
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-08-21,2026,8,47,Monsoon,144.6,32.2,74.1,4109.59,4113.68,4111.11
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-08-28,2026,8,48,Monsoon,185.1,23.3,84.7,4188.77,4194.41,4191.81
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-09-04,2026,9,49,Monsoon,326.3,25.7,84.4,4152.69,4158.29,4155.43
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-09-11,2026,9,50,Monsoon,223.6,28.0,87.2,4114.8,4119.12,4116.99
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-09-18,2026,9,51,Monsoon,318.3,24.9,81.7,4193.42,4198.11,4196.19
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,Red Nanital,Local,2026-09-25,2026,9,52,Monsoon,157.6,27.9,82.1,4247.9,4253.05,4250.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-03,2025,10,1,Post-Monsoon,61.6,26.9,58.8,5555.53,5565.57,5560.21
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-10,2025,10,2,Post-Monsoon,79.0,24.6,65.9,5529.72,5539.9,5534.37
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-17,2025,10,3,Post-Monsoon,69.7,22.0,51.8,5626.3,5638.0,5631.69
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-24,2025,10,4,Post-Monsoon,56.2,24.6,46.2,5586.1,5596.18,5591.03
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-31,2025,10,5,Post-Monsoon,1.2,24.6,48.4,5462.89,5474.11,5468.4
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-07,2025,11,6,Post-Monsoon,63.5,23.1,56.3,5550.99,5561.53,5556.36
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-14,2025,11,7,Post-Monsoon,33.6,26.2,52.0,5671.31,5683.74,5677.81
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-21,2025,11,8,Post-Monsoon,50.4,24.1,64.6,5613.52,5624.39,5619.18
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-28,2025,11,9,Post-Monsoon,74.3,27.3,56.4,5790.06,5801.4,5795.69
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-05,2025,12,10,Winter,11.7,17.6,56.1,3978.89,3986.27,3983.42
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-12,2025,12,11,Winter,0.0,21.6,48.6,4012.92,4020.9,4017.32
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-19,2025,12,12,Winter,9.8,11.4,46.3,3989.94,3998.23,3994.21
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-26,2025,12,13,Winter,0.8,18.7,54.1,4060.0,4067.12,4063.15
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-02,2026,1,14,Winter,9.3,13.5,41.9,3974.63,3981.82,3978.37
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-09,2026,1,15,Winter,0.0,19.3,36.7,3963.28,3969.74,3966.05
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-16,2026,1,16,Winter,17.8,20.9,59.5,3926.89,3933.73,3930.37
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-23,2026,1,17,Winter,7.0,22.5,35.8,3857.09,3864.69,3861.06
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-30,2026,1,18,Winter,8.8,20.9,35.6,3915.16,3922.22,3918.76
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-06,2026,2,19,Winter,1.4,20.6,44.4,3942.99,3949.79,3946.65
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-13,2026,2,20,Winter,7.0,14.9,51.0,3999.11,4006.73,4002.18
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-20,2026,2,21,Winter,13.5,17.0,41.7,3990.12,3997.22,3993.48
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-27,2026,2,22,Winter,8.6,17.2,53.2,4056.55,4064.92,4060.48
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-06,2026,3,23,Summer,33.3,31.9,34.5,4787.65,4796.79,4792.11
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-13,2026,3,24,Summer,23.2,35.6,37.0,4763.34,4771.26,4767.76
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-20,2026,3,25,Summer,40.1,32.2,51.1,4727.75,4735.96,4731.6
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-27,2026,3,26,Summer,52.1,34.2,47.1,4595.61,4604.8,4600.33
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-03,2026,4,27,Summer,39.0,28.4,50.5,4684.87,4693.31,4689.88
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-10,2026,4,28,Summer,0.0,34.4,28.5,4768.51,4778.07,4773.19
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-17,2026,4,29,Summer,33.5,31.1,28.9,4987.72,4997.45,4992.33
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-24,2026,4,30,Summer,42.6,38.4,35.4,4971.83,4981.98,4977.25
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-01,2026,5,31,Summer,33.8,33.0,34.8,4931.16,4941.24,4937.43
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-08,2026,5,32,Summer,40.0,33.9,46.8,4817.13,4826.16,4821.29
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-15,2026,5,33,Summer,43.8,33.1,40.2,4893.96,4904.38,4900.36
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-22,2026,5,34,Summer,19.0,32.7,33.5,4959.92,4967.72,4963.8
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-29,2026,5,35,Summer,49.8,30.1,35.8,5084.17,5093.55,5089.27
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-05,2026,6,36,Summer,51.2,32.0,37.9,5024.39,5033.86,5029.47
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-12,2026,6,37,Summer,33.9,32.4,38.9,5089.66,5098.4,5093.58
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-19,2026,6,38,Summer,9.3,32.7,36.2,5059.64,5068.55,5063.88
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-26,2026,6,39,Summer,50.3,30.8,38.7,5170.61,5180.75,5176.07
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-03,2026,7,40,Monsoon,135.5,28.6,79.7,6006.93,6018.38,6012.27
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-10,2026,7,41,Monsoon,232.4,25.4,76.7,5878.58,5889.08,5883.99
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-17,2026,7,42,Monsoon,208.7,31.2,80.6,5879.14,5887.92,5884.18
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-24,2026,7,43,Monsoon,261.0,33.7,88.1,5718.45,5730.98,5724.0
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-31,2026,7,44,Monsoon,221.5,28.6,78.4,5630.22,5638.97,5635.57
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-07,2026,8,45,Monsoon,263.3,27.4,78.9,5548.78,5558.35,5553.62
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-14,2026,8,46,Monsoon,234.5,30.4,82.4,5506.2,5516.25,5511.33
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-21,2026,8,47,Monsoon,231.0,26.3,81.2,5496.15,5505.71,5500.64
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-28,2026,8,48,Monsoon,196.7,27.4,83.9,5519.37,5529.63,5525.22
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-04,2026,9,49,Monsoon,131.6,28.1,85.2,5541.74,5551.98,5545.77
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-11,2026,9,50,Monsoon,182.0,28.5,77.6,5551.07,5560.91,5554.87
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-18,2026,9,51,Monsoon,229.2,26.8,59.3,5587.5,5597.35,5593.68
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-25,2026,9,52,Monsoon,140.5,31.8,72.2,5494.2,5504.31,5500.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-03,2025,10,1,Post-Monsoon,29.1,25.5,59.1,2812.91,2818.16,2815.12
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-10,2025,10,2,Post-Monsoon,21.5,26.6,73.3,2815.83,2821.25,2818.11
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-17,2025,10,3,Post-Monsoon,54.6,23.0,61.5,2863.41,2868.9,2865.78
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-24,2025,10,4,Post-Monsoon,50.4,22.9,49.6,2876.56,2881.65,2879.05
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-31,2025,10,5,Post-Monsoon,53.4,27.5,64.2,2796.56,2802.13,2799.11
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-07,2025,11,6,Post-Monsoon,91.3,20.8,56.0,2866.21,2871.41,2869.06
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-14,2025,11,7,Post-Monsoon,54.2,20.9,66.5,2889.07,2894.92,2892.06
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-21,2025,11,8,Post-Monsoon,61.1,25.1,42.8,2889.97,2895.22,2892.56
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-28,2025,11,9,Post-Monsoon,69.0,21.6,62.9,2972.42,2977.65,2974.72
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-05,2025,12,10,Winter,4.3,16.0,49.0,2014.57,2018.38,2016.34
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-12,2025,12,11,Winter,9.7,18.6,44.5,2013.96,2018.15,2016.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-19,2025,12,12,Winter,12.5,21.9,52.8,2007.75,2011.7,2009.6
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-26,2025,12,13,Winter,2.3,17.8,47.4,2043.63,2048.15,2046.06
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-02,2026,1,14,Winter,2.3,15.5,41.3,2073.13,2076.72,2075.13
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-09,2026,1,15,Winter,16.9,18.5,58.5,2086.04,2090.12,2087.95
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-16,2026,1,16,Winter,3.2,14.5,49.3,2056.89,2061.35,2059.19
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-23,2026,1,17,Winter,23.7,20.8,49.0,2049.98,2053.72,2051.87
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-30,2026,1,18,Winter,9.1,16.3,35.8,2021.66,2025.85,2023.59
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-06,2026,2,19,Winter,0.0,22.2,53.5,2061.0,2064.96,2062.86
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-13,2026,2,20,Winter,8.5,18.1,41.8,2016.33,2020.24,2018.26
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-20,2026,2,21,Winter,25.0,19.7,43.5,2068.55,2072.34,2070.57
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-27,2026,2,22,Winter,5.6,20.7,41.5,2112.48,2116.55,2114.7
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-06,2026,3,23,Summer,16.9,36.4,41.0,2456.12,2460.95,2458.58
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-13,2026,3,24,Summer,33.9,30.8,30.3,2446.26,2450.84,2448.14
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-20,2026,3,25,Summer,36.8,35.8,53.4,2424.36,2428.81,2426.87
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-27,2026,3,26,Summer,41.9,28.6,40.3,2444.94,2449.97,2447.39
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-03,2026,4,27,Summer,21.3,36.6,34.8,2501.98,2506.29,2504.13
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-10,2026,4,28,Summer,39.9,30.0,39.8,2551.72,2556.17,2553.68
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-17,2026,4,29,Summer,51.3,32.9,36.5,2539.82,2544.86,2542.2
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-24,2026,4,30,Summer,0.0,34.6,33.4,2592.2,2597.82,2595.13
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-01,2026,5,31,Summer,54.1,33.6,30.5,2643.15,2648.32,2645.94
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-08,2026,5,32,Summer,33.5,32.8,43.5,2641.58,2646.41,2643.74
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-15,2026,5,33,Summer,46.2,32.2,63.1,2646.32,2651.45,2648.65
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-22,2026,5,34,Summer,61.6,33.3,35.5,2713.11,2718.34,2715.2
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-29,2026,5,35,Summer,32.8,38.3,39.4,2761.45,2766.98,2763.73
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-05,2026,6,36,Summer,31.8,34.4,47.2,2817.19,2822.41,2820.04
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-12,2026,6,37,Summer,54.0,33.9,36.5,2932.27,2938.07,2935.04
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-19,2026,6,38,Summer,1.8,35.1,42.9,2962.86,2967.75,2965.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-26,2026,6,39,Summer,54.8,32.9,41.0,2982.68,2989.18,2985.42
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-03,2026,7,40,Monsoon,151.8,29.0,80.3,3506.65,3513.69,3510.03
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-10,2026,7,41,Monsoon,280.8,29.1,87.4,3618.11,3625.16,3621.71
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-17,2026,7,42,Monsoon,165.0,32.0,78.9,3592.14,3599.5,3595.74
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-24,2026,7,43,Monsoon,280.9,26.6,87.1,3588.44,3596.22,3592.04
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-31,2026,7,44,Monsoon,190.3,29.5,80.3,3540.37,3547.02,3544.34
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-07,2026,8,45,Monsoon,179.1,30.0,68.3,3566.41,3573.21,3569.66
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-14,2026,8,46,Monsoon,127.5,26.4,75.2,3620.96,3628.65,3624.41
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-21,2026,8,47,Monsoon,279.1,27.3,75.0,3575.83,3583.31,3580.07
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-28,2026,8,48,Monsoon,170.6,27.9,80.0,3644.37,3651.38,3648.12
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-04,2026,9,49,Monsoon,181.8,27.0,88.6,3627.4,3634.37,3630.61
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-11,2026,9,50,Monsoon,275.7,29.8,88.5,3605.58,3612.31,3608.74
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-18,2026,9,51,Monsoon,187.5,26.4,85.3,3673.54,3679.94,3677.13
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-25,2026,9,52,Monsoon,104.9,32.3,74.1,3646.14,3654.15,3650.0
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-10-03,2025,10,1,Post-Monsoon,119.6,25.5,72.8,2861.78,3083.95,2962.63
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-10-10,2025,10,2,Post-Monsoon,46.9,22.0,67.8,2877.25,3122.94,2992.18
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-10-17,2025,10,3,Post-Monsoon,77.9,24.7,56.7,2975.45,3199.46,3079.93
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-10-24,2025,10,4,Post-Monsoon,62.0,25.4,59.6,3021.67,3330.98,3183.75
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-10-31,2025,10,5,Post-Monsoon,87.6,20.3,52.7,3080.48,3299.91,3168.75
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-11-07,2025,11,6,Post-Monsoon,60.1,23.1,52.8,3043.84,3320.06,3174.52
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-11-14,2025,11,7,Post-Monsoon,59.7,25.2,72.4,3024.5,3294.22,3161.99
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-11-21,2025,11,8,Post-Monsoon,82.1,22.1,61.2,3076.34,3287.69,3167.46
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-11-28,2025,11,9,Post-Monsoon,83.5,23.7,72.6,3074.12,3366.16,3235.48
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-12-05,2025,12,10,Winter,0.0,15.9,40.1,2068.56,2229.3,2158.35
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-12-12,2025,12,11,Winter,9.4,19.4,34.3,2087.98,2304.28,2183.64
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-12-19,2025,12,12,Winter,12.6,12.5,35.2,2097.3,2270.19,2181.61
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2025-12-26,2025,12,13,Winter,5.3,24.6,63.3,2137.98,2331.66,2230.75
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-01-02,2026,1,14,Winter,17.4,21.2,40.5,2214.58,2369.46,2279.23
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-01-09,2026,1,15,Winter,13.4,18.0,44.0,2182.87,2344.51,2269.87
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-01-16,2026,1,16,Winter,0.0,17.4,38.8,2187.27,2367.38,2270.64
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-01-23,2026,1,17,Winter,10.1,22.4,45.0,2193.19,2394.71,2305.58
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-01-30,2026,1,18,Winter,19.4,12.3,44.3,2258.53,2475.27,2344.2
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-02-06,2026,2,19,Winter,19.7,18.4,48.6,2145.72,2338.18,2261.95
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-02-13,2026,2,20,Winter,15.2,18.5,47.0,2205.26,2388.46,2296.66
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-02-20,2026,2,21,Winter,10.8,14.8,43.4,2246.05,2443.52,2357.97
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-02-27,2026,2,22,Winter,19.6,17.5,49.2,2278.5,2461.12,2371.73
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-03-06,2026,3,23,Summer,11.8,31.8,41.3,2732.07,2951.13,2835.62
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-03-13,2026,3,24,Summer,41.7,28.4,46.1,2760.25,3028.59,2895.68
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-03-20,2026,3,25,Summer,39.0,27.4,45.2,2812.04,3049.51,2911.1
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-03-27,2026,3,26,Summer,16.2,33.5,44.9,2847.42,3077.82,2952.47
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-04-03,2026,4,27,Summer,22.3,36.0,47.0,2837.84,3063.39,2958.94
Tamil Nadu,Chengalpattu,Medavakkam(Uzhavar Sandhai ),Potato,Other,Local,2026-04-10,2026,4,28,Summer,16.9,37.1,46.7,2843.68,3077.5,2962.54
